SampleID	Tissue	curated_anno	EXTENDscores
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|17	Skin	CD8T	0.464532704
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|18	Skin	CD8T	0.423902576
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|19	Skin	CD8T	0.595304985
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|2	Skin	CD8T	0.600034174
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|20	Skin	CD8T	0.405189989
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|21	Skin	CD8T	0.268060812
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|22	Skin	CD8T	0.624092104
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|23	Skin	CD8T	0.578272764
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|24	Skin	CD8T	0.435050057
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|3	Skin	CD8T	0.577424381
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|4	Skin	CD8T	0.26232165
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|5	Skin	CD8T	0.42284742
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|6	Skin	CD8T	0.617640946
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|7	Skin	CD8T	0.433212133
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|8	Skin	CD8T	0.372298773
SKCM_GSE159251@K468_Blood_Longitudinal|18|1|9	Skin	CD8T	0.599752982
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|1	Skin	CD4Tconv	0.277775631
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|10	Skin	CD4Tconv	0.464688363
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|11	Skin	CD4Tconv	0.625765546
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|12	Skin	CD4Tconv	0.633570224
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|13	Skin	CD8T	0.404663108
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|14	Skin	CD4Tconv	0.436983184
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|2	Skin	CD4Tconv	0.609759965
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|3	Skin	CD4Tconv	0.265460972
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|4	Skin	CD4Tconv	0.448312133
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|5	Skin	CD8T	0.462560139
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|6	Skin	CD4Tconv	0.45918931
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|7	Skin	CD4Tconv	0.651846278
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|8	Skin	CD8T	0.428108497
SKCM_GSE159251@K468_Blood_Longitudinal|21|0|9	Skin	CD8T	0.602983543
SKCM_GSE159251@K468_Blood_Longitudinal|21|1	Skin	CD8T	0.429531547
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|10	Skin	CD8T	0.620524465
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|11	Skin	CD8T	0.527433666
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|2	Skin	CD8T	0.603675611
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|3	Skin	NK	0.606228907
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|4	Skin	CD8T	0.60562497
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|5	Skin	CD8T	0.770637803
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|6	Skin	CD8T	0.566760614
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|7	Skin	CD8T	0.293066545
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|8	Skin	CD8T	0.450962197
SKCM_GSE159251@K468_Blood_Longitudinal|21|1|9	Skin	CD8T	0.576667707
SKCM_GSE159251@K468_Blood_Longitudinal|21|2	Skin	CD8T	0.486203346
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|2	Skin	CD8T	0.284853545
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|3	Skin	CD8T	0.447788428
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|4	Skin	CD8T	0.486987039
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|5	Skin	CD8T	0.587414462
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|6	Skin	CD8T	0.4465142
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|7	Skin	NK	0.406462201
SKCM_GSE159251@K468_Blood_Longitudinal|21|2|8	Skin	CD8T	0.600059142
SKCM_GSE159251@K468_Blood_Longitudinal|3|0	Skin	CD4Tconv	0.31783042
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|10	Skin	CD4Tconv	0.655972622
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|100	Skin	CD4Tconv	0.320028223
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|101	Skin	CD4Tconv	0.4945982
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|102	Skin	CD4Tconv	0.707588909
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|103	Skin	CD4Tconv	0.505888
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|104	Skin	CD4Tconv	0.3357904
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|105	Skin	CD4Tconv	0.626419639
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|106	Skin	CD4Tconv	0.484126589
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|107	Skin	CD4Tconv	0.528372798
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|108	Skin	CD4Tconv	0.485233531
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|109	Skin	CD4Tconv	0.623960101
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|11	Skin	CD4Tconv	0.644812388
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|110	Skin	CD4Tconv	0.64948834
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|111	Skin	CD4Tconv	0.329056504
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|112	Skin	CD4Tconv	0.489311079
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|113	Skin	CD4Tconv	0.481128157
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|114	Skin	CD4Tconv	0.491964016
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|115	Skin	CD4Tconv	0.363413649
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|116	Skin	CD4Tconv	0.486881618
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|117	Skin	CD4Tconv	0.443449884
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|118	Skin	CD4Tconv	0.668057943
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|119	Skin	CD4Tconv	0.295119239
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|12	Skin	CD4Tconv	0.485532282
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|120	Skin	CD4Tconv	0.49001842
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|121	Skin	CD4Tconv	0.331692234
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|122	Skin	CD4Tconv	0.320976447
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|123	Skin	CD4Tconv	0.478768309
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|124	Skin	CD4Tconv	0.491648294
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|125	Skin	CD4Tconv	0.493725202
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|126	Skin	CD4Tconv	0.319606376
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|127	Skin	CD4Tconv	0.494379682
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|128	Skin	CD4Tconv	0.481146689
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|129	Skin	CD4Tconv	0.488130341
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|13	Skin	CD4Tconv	0.323844071
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|130	Skin	CD4Tconv	0.328443694
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|131	Skin	CD4Tconv	0.505548401
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|132	Skin	CD4Tconv	0.504179137
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|133	Skin	CD4Tconv	0.500567005
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|134	Skin	CD4Tconv	0.634117301
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|135	Skin	CD4Tconv	0.479060003
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|136	Skin	CD4Tconv	0.644281441
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|137	Skin	CD4Tconv	0.487406566
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|138	Skin	CD4Tconv	0.29305248
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|139	Skin	CD4Tconv	0.64788776
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|14	Skin	CD4Tconv	0.52134504
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|140	Skin	CD4Tconv	0.475615309
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|141	Skin	CD4Tconv	0.478516969
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|142	Skin	CD4Tconv	0.64472973
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|143	Skin	CD4Tconv	0.315924899
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|144	Skin	CD4Tconv	0.496153655
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|145	Skin	CD4Tconv	0.487438424
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|146	Skin	CD4Tconv	0.330797342
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|147	Skin	CD4Tconv	0.329655905
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|148	Skin	CD4Tconv	0.291689113
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|149	Skin	CD4Tconv	0.467539049
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|15	Skin	CD4Tconv	0.792447986
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|150	Skin	CD4Tconv	0.648872344
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|151	Skin	CD4Tconv	0.288262129
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|152	Skin	CD4Tconv	0.498625207
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|153	Skin	CD4Tconv	0.508113745
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|154	Skin	CD4Tconv	0.477666794
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|155	Skin	CD4Tconv	0.472921206
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|156	Skin	CD4Tconv	0.669185008
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|157	Skin	CD4Tconv	0.307144827
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|158	Skin	CD4Tconv	0.662535131
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|16	Skin	CD4Tconv	0.324310411
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|17	Skin	CD4Tconv	0.621796032
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|18	Skin	CD4Tconv	0.47595731
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|19	Skin	CD4Tconv	0.499549285
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|2	Skin	CD4Tconv	0.492611052
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|20	Skin	CD4Tconv	0.330765249
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|21	Skin	CD4Tconv	0.476137384
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|22	Skin	CD4Tconv	0.488456379
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|23	Skin	CD4Tconv	0.659340696
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|24	Skin	CD4Tconv	0.325113527
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|25	Skin	CD4Tconv	0.642431033
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|26	Skin	CD4Tconv	0.470831192
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|27	Skin	CD4Tconv	0.816988996
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|28	Skin	CD4Tconv	0.48832421
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|29	Skin	CD4Tconv	0.331873585
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|3	Skin	CD4Tconv	0.512281289
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|30	Skin	CD4Tconv	0.32922243
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|31	Skin	CD4Tconv	0.454342486
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|32	Skin	CD4Tconv	0.473744435
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|33	Skin	CD4Tconv	0.325155232
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|34	Skin	CD4Tconv	0.475157184
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|35	Skin	CD4Tconv	0.482366646
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|36	Skin	CD4Tconv	0.4895134
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|37	Skin	CD4Tconv	0.629735552
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|38	Skin	CD4Tconv	0.123884117
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|39	Skin	CD4Tconv	0.318905235
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|4	Skin	CD4Tconv	0.482129443
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|40	Skin	CD4Tconv	0.643796416
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|41	Skin	CD4Tconv	0.477808575
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|42	Skin	CD4Tconv	0.332852473
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|43	Skin	CD4Tconv	0.669887157
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|44	Skin	CD4Tconv	0.341762464
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|45	Skin	CD4Tconv	0.474918352
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|46	Skin	CD4Tconv	0.348405709
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|47	Skin	CD4Tconv	0.653182945
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|48	Skin	CD4Tconv	0.484134033
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|49	Skin	CD4Tconv	0.320095433
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|5	Skin	CD4Tconv	0.334648072
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|50	Skin	CD4Tconv	0.500884978
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|51	Skin	CD4Tconv	0.493400642
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|52	Skin	CD4Tconv	0.343123814
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|53	Skin	CD4Tconv	0.811924706
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|54	Skin	CD4Tconv	0.306831424
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|55	Skin	CD4Tconv	0.488394209
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|56	Skin	CD4Tconv	0.292482266
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|57	Skin	CD4Tconv	0.628498446
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|58	Skin	CD4Tconv	0.468051665
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|59	Skin	CD4Tconv	0.499525257
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|6	Skin	CD4Tconv	0.300841264
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|60	Skin	CD4Tconv	0.155637389
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|61	Skin	CD4Tconv	0.479666237
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|62	Skin	CD4Tconv	0.518351565
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|63	Skin	CD4Tconv	0.499023951
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|64	Skin	CD4Tconv	0.525095694
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|65	Skin	CD4Tconv	0.108818696
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|66	Skin	CD4Tconv	0.653465802
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|67	Skin	CD4Tconv	0.330662383
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|68	Skin	CD4Tconv	0.283793197
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|69	Skin	CD4Tconv	0.502428267
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|7	Skin	CD4Tconv	0.340877065
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|70	Skin	CD4Tconv	0.682855978
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|71	Skin	CD4Tconv	0.507782902
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|72	Skin	CD4Tconv	0.646985037
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|73	Skin	CD4Tconv	0.485184232
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|74	Skin	CD4Tconv	0.299346315
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|75	Skin	CD4Tconv	0.482710126
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|76	Skin	CD4Tconv	0.303357275
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|77	Skin	CD4Tconv	0.496470855
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|78	Skin	CD4Tconv	0.493640013
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|79	Skin	CD4Tconv	0.656130953
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|8	Skin	CD4Tconv	0.664693246
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|80	Skin	CD4Tconv	0.315258758
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|81	Skin	CD4Tconv	0.324567693
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|82	Skin	CD4Tconv	0.337200629
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|83	Skin	CD4Tconv	0.503834885
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|84	Skin	CD4Tconv	0.637400303
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|85	Skin	CD4Tconv	0.309290962
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|86	Skin	CD4Tconv	0.826814507
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|87	Skin	CD4Tconv	0.618068001
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|88	Skin	CD4Tconv	0.509668427
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|89	Skin	CD4Tconv	0.344917984
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|9	Skin	CD4Tconv	0.496434965
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|90	Skin	CD4Tconv	0.464299476
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|91	Skin	CD4Tconv	0.518683417
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|92	Skin	CD4Tconv	0.338216063
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|93	Skin	CD4Tconv	0.486429543
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|94	Skin	CD4Tconv	0.666908675
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|95	Skin	CD4Tconv	0.616348519
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|96	Skin	CD4Tconv	0.480154779
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|97	Skin	CD4Tconv	0.47937023
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|98	Skin	CD4Tconv	0.468588475
SKCM_GSE159251@K468_Blood_Longitudinal|3|0|99	Skin	CD4Tconv	0.495883973
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|1	Skin	CD4Tconv	0.473946213
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|10	Skin	CD4Tconv	0.643398479
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|11	Skin	CD4Tconv	0.47388877
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|12	Skin	CD4Tconv	0.316855565
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|13	Skin	CD4Tconv	0.607691073
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|14	Skin	CD4Tconv	0.304180269
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|15	Skin	CD4Tconv	0.483550326
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|16	Skin	CD4Tconv	0.314149952
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|17	Skin	CD4Tconv	0.581510264
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|18	Skin	CD4Tconv	0.665429314
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|19	Skin	CD4Tconv	0.829035447
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|2	Skin	CD4Tconv	0.750646652
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|20	Skin	CD4Tconv	0.670476314
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|21	Skin	CD4Tconv	0.472268121
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|22	Skin	CD4Tconv	0.471605357
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|23	Skin	CD4Tconv	0.455398112
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|24	Skin	CD4Tconv	0.644747547
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|25	Skin	CD4Tconv	0.616340806
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|26	Skin	CD4Tconv	0.300371478
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|27	Skin	CD4Tconv	0.42437063
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|28	Skin	CD4Tconv	0.48146016
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|29	Skin	CD4Tconv	0.592744715
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|3	Skin	CD4Tconv	0.31217265
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|30	Skin	CD4Tconv	0.510255999
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|31	Skin	CD4Tconv	0.427196515
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|32	Skin	CD4Tconv	0.448405069
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|33	Skin	CD4Tconv	0.592053656
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|34	Skin	CD4Tconv	0.64374543
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|35	Skin	CD4Tconv	0.465417564
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|36	Skin	CD4Tconv	0.80101206
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|37	Skin	CD4Tconv	0.32325339
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|38	Skin	CD4Tconv	0.665299771
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|39	Skin	CD4Tconv	0.652614933
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|4	Skin	CD4Tconv	0.633925399
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|40	Skin	CD4Tconv	0.487688414
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|41	Skin	CD4Tconv	0.31465141
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|42	Skin	CD4Tconv	0.641103086
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|43	Skin	CD4Tconv	0.443683206
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|44	Skin	CD4Tconv	0.619839571
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|45	Skin	CD4Tconv	0.471451328
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|46	Skin	CD4Tconv	0.492109829
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|47	Skin	CD4Tconv	0.2854864
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|48	Skin	CD4Tconv	0.469616193
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|49	Skin	CD4Tconv	0.487250437
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|5	Skin	CD4Tconv	0.588655505
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|50	Skin	CD4Tconv	0.2774051
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|6	Skin	CD4Tconv	0.438009658
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|7	Skin	CD4Tconv	0.647881358
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|8	Skin	CD4Tconv	0.330874819
SKCM_GSE159251@K468_Blood_Longitudinal|3|1|9	Skin	CD4Tconv	0.614608336
SKCM_GSE159251@K468_Blood_Longitudinal|8|0	Skin	CD4Tconv	0.322839608
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|10	Skin	CD8T	0.483978222
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|11	Skin	NK	0.669102093
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|12	Skin	CD4Tconv	0.463883818
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|13	Skin	CD4Tconv	0.305331317
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|14	Skin	CD8T	0.301930378
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|15	Skin	NK	0.472328123
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|16	Skin	CD8T	0.500214839
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|17	Skin	CD4Tconv	0.632719052
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|18	Skin	NK	0.270533455
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|19	Skin	NK	0.481205751
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|2	Skin	CD8T	0.479820289
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|20	Skin	NK	0.4543607
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|21	Skin	CD4Tconv	0.333510667
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|22	Skin	CD8T	0.652690629
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|23	Skin	CD8T	0.628295901
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|24	Skin	NK	0.474295814
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|25	Skin	NK	0.488899465
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|26	Skin	NK	0.484422702
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|27	Skin	CD8T	0.509562689
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|28	Skin	NK	0.312921544
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|29	Skin	CD8T	0.430581056
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|3	Skin	CD8T	0.46984975
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|30	Skin	CD8T	0.482434781
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|31	Skin	CD8T	0.278843389
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|32	Skin	CD8T	0.482758182
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|33	Skin	NK	0.466827441
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|34	Skin	NK	0.633273489
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|35	Skin	NK	0.319301693
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|36	Skin	CD8T	0.298567227
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|37	Skin	NK	0.151117763
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|38	Skin	CD8T	0.322055715
SKCM_GSE159251@K468_Blood_Longitudinal|8|0|39	Skin	NK	0.487038202
