SampleID	EXTENDScores	Samples	Tissues	SenescenceGenes	ClusterNo	ClusterMean	EXTENDclass
RCC10RGB_KIDNEY	0.285329489	RCC10RGB	Kidney	1.18359449413867	1	0.399361136386076	Low
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.666164478	RCHACV	Haematpoetic&Lymphoid	0.816584075507928	2	0.650899640438531	High
RCM1_LARGE_INTESTINE	0.467643427	RCM1	LargeIntestine	1.07159246438456	1	0.399361136386076	Low
RD_SOFT_TISSUE	0.518119011	RD	SoftTissue	1.02086703106925	1	0.399361136386076	Low
RDES_BONE	0.71972928	RDES	Bone	0.743098924659025	2	0.650899640438531	High
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.531727559	REC1	Haematpoetic&Lymphoid	0.885780422149713	2	0.650899640438531	High
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.748410976	REH	Haematpoetic&Lymphoid	0.789907395978164	2	0.650899640438531	High
RERFGC1B_STOMACH	0.437531656	RERFGC1B	Stomach	1.02570343765706	1	0.399361136386076	Low
RERFLCAD1_LUNG	0.655483842	RERFLCAD1	Lung	1.16217659466957	2	0.650899640438531	High
RERFLCAD2_LUNG	0.440079522	RERFLCAD2	Lung	1.32455237743231	1	0.399361136386076	Low
RERFLCAI_LUNG	0.604579902	RERFLCAI	Lung	1.21246841278621	2	0.650899640438531	High
RERFLCKJ_LUNG	0.31172589	RERFLCKJ	Lung	0.937417405558208	1	0.399361136386076	Low
RERFLCMS_LUNG	0.303631789	RERFLCMS	Lung	1.44615782631886	1	0.399361136386076	Low
RERFLCSQ1_LUNG	0.130793738	RERFLCSQ1	Lung	1.23029585431512	1	0.399361136386076	Low
RH18_SOFT_TISSUE	0.20688948	RH18	SoftTissue	1.39340699431103	1	0.399361136386076	Low
RH30_SOFT_TISSUE	0.480047413	RH30	SoftTissue	0.947115071471097	1	0.399361136386076	Low
RH41_SOFT_TISSUE	0.528925251	RH41	SoftTissue	0.819897850911747	2	0.650899640438531	High
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.724363493	RI1	Haematpoetic&Lymphoid	0.767607722658569	2	0.650899640438531	High
RKN_SOFT_TISSUE	0.449008478	RKN	SoftTissue	1.22960450389414	1	0.399361136386076	Low
RKO_LARGE_INTESTINE	0.726855934	RKO	LargeIntestine	0.797871157816087	2	0.650899640438531	High
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.65708527	RL	Haematpoetic&Lymphoid	0.612887920468969	2	0.650899640438531	High
RL952_ENDOMETRIUM	0.596429297	RL952	Endometrium	0.974247207223208	2	0.650899640438531	High
RMGI_OVARY	0.479618338	RMGI	Ovary	1.15274926335768	1	0.399361136386076	Low
RMUGS_OVARY	0.482589501	RMUGS	Ovary	1.00226730401115	1	0.399361136386076	Low
RPMI7951_SKIN	0.198804594	RPMI7951	Skin	1.22055938021712	1	0.399361136386076	Low
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.72797667	RPMI8226	Haematpoetic&Lymphoid	0.968234111657404	2	0.650899640438531	High
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.800130878	RPMI8402	Haematpoetic&Lymphoid	0.71703409419046	2	0.650899640438531	High
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.652903502	RS411	Haematpoetic&Lymphoid	0.91334997508264	2	0.650899640438531	High
RS5_FIBROBLAST	0.215502796	RS5	Fibroblast	1.43888326583528	1	0.399361136386076	Low
RT112_URINARY_TRACT	0.662366214	RT112	UrinaryTract	1.03881746262501	2	0.650899640438531	High
RT4_URINARY_TRACT	0.756236387	RT4	UrinaryTract	1.00719316950493	2	0.650899640438531	High
RVH421_SKIN	0.422061199	RVH421	Skin	0.984948015452443	1	0.399361136386076	Low
S117_THYROID	0.39465076	S117	Thyroid	1.21349808116488	1	0.399361136386076	Low
SALE_LUNG	0.796688114	SALE	Lung	1.21257127393643	2	0.650899640438531	High
SAOS2_BONE	0.492466314	SAOS2	Bone	0.965618631524737	1	0.399361136386076	Low
SBC5_LUNG	0.580858873	SBC5	Lung	0.770549469365063	2	0.650899640438531	High
SCABER_URINARY_TRACT	0.608503663	SCABER	UrinaryTract	1.37944133939124	2	0.650899640438531	High
SCC15_UPPER_AERODIGESTIVE_TRACT	0.150284965	SCC15	UpperAeroDigestiveTract	1.46631504181936	1	0.399361136386076	Low
SCC25_UPPER_AERODIGESTIVE_TRACT	0.250131913	SCC25	UpperAeroDigestiveTract	1.45680019278153	1	0.399361136386076	Low
SCC4_UPPER_AERODIGESTIVE_TRACT	0.330562473	SCC4	UpperAeroDigestiveTract	1.3531848891555	1	0.399361136386076	Low
SCC9_UPPER_AERODIGESTIVE_TRACT	0.445053	SCC9	UpperAeroDigestiveTract	1.19062269660864	1	0.399361136386076	Low
SCLC21H_LUNG	0.468338256	SCLC21H	Lung	0.637903940198565	1	0.399361136386076	Low
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.869569761	SEM	Haematpoetic&Lymphoid	0.831851057945869	2	0.650899640438531	High
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.624912157	SET2	Haematpoetic&Lymphoid	0.874181677463487	2	0.650899640438531	High
SF126_CENTRAL_NERVOUS_SYSTEM	0.522166015	SF126	CNS	1.23279474995539	1	0.399361136386076	Low
SF172_CENTRAL_NERVOUS_SYSTEM	0.556736861	SF172	CNS	1.12933353919465	2	0.650899640438531	High
SF268_CENTRAL_NERVOUS_SYSTEM	0.509991073	SF268	CNS	1.17007525311197	1	0.399361136386076	Low
SF295_CENTRAL_NERVOUS_SYSTEM	0.518752659	SF295	CNS	1.34879214298181	1	0.399361136386076	Low
SF539_CENTRAL_NERVOUS_SYSTEM	0.330867385	SF539	CNS	1.19684023887258	1	0.399361136386076	Low
SF767_CERVIX	0.658526624	SF767	Cervix	1.01953930567252	2	0.650899640438531	High
SH10TC_STOMACH	0.580951249	SH10TC	Stomach	1.1169675431451	2	0.650899640438531	High
SH4_SKIN	0.441253825	SH4	Skin	1.07335128357564	1	0.399361136386076	Low
SHP77_LUNG	0.615165162	SHP77	Lung	0.790902810068755	2	0.650899640438531	High
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.801533406	SIGM5	Haematpoetic&Lymphoid	1.01820052832786	2	0.650899640438531	High
SIHA_CERVIX	0.419709962	SIHA	Cervix	1.13245592927759	1	0.399361136386076	Low
SIMA_AUTONOMIC_GANGLIA	0.618039159	SIMA	A_Ganglia	0.785325027733131	2	0.650899640438531	High
SJSA1_BONE	0.640676753	SJSA1	Bone	1.16526365724455	2	0.650899640438531	High
SKBR3_BREAST	0.493890981	SKBR3	Breast	0.922306426520981	1	0.399361136386076	Low
SKCO1_LARGE_INTESTINE	0.484302501	SKCO1	LargeIntestine	1.04032134724223	1	0.399361136386076	Low
SKES1_BONE	0.788323722	SKES1	Bone	0.738435820155476	2	0.650899640438531	High
SKHEP1_LIVER	0.59398735	SKHEP1	Liver	1.24525422323193	2	0.650899640438531	High
SKLMS1_SOFT_TISSUE	0.294101911	SKLMS1	SoftTissue	1.23565333437091	1	0.399361136386076	Low
SKLU1_LUNG	0.70251765	SKLU1	Lung	1.16663855238534	2	0.650899640438531	High
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.723442086	SKM1	Haematpoetic&Lymphoid	0.985208670446969	2	0.650899640438531	High
SKMEL1_SKIN	0.756712516	SKMEL1	Skin	0.885392692296084	2	0.650899640438531	High
SKMEL24_SKIN	0.444824676	SKMEL24	Skin	1.33117841305557	1	0.399361136386076	Low
SKMEL28_SKIN	0.344830379	SKMEL28	Skin	1.0576109591585	1	0.399361136386076	Low
SKMEL3_SKIN	0.452650464	SKMEL3	Skin	0.980061551456152	1	0.399361136386076	Low
SKMEL30_SKIN	0.5880003	SKMEL30	Skin	1.0083181501643	2	0.650899640438531	High
SKMEL31_SKIN	0.230213013	SKMEL31	Skin	1.2273926821468	1	0.399361136386076	Low
SKMEL5_SKIN	0.551324426	SKMEL5	Skin	1.01978606382876	2	0.650899640438531	High
SKMES1_LUNG	0.426267641	SKMES1	Lung	1.28753269261996	1	0.399361136386076	Low
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.748198108	SKMM2	Haematpoetic&Lymphoid	0.851202959753193	2	0.650899640438531	High
SKNAS_AUTONOMIC_GANGLIA	0.495040908	SKNAS	A_Ganglia	1.0393120218781	1	0.399361136386076	Low
SKNBE2_AUTONOMIC_GANGLIA	0.512654085	SKNBE2	A_Ganglia	0.754744498018355	1	0.399361136386076	Low
SKNDZ_AUTONOMIC_GANGLIA	0.653669439	SKNDZ	A_Ganglia	0.643255220268368	2	0.650899640438531	High
SKNEP1_BONE	0.808770733	SKNEP1	Bone	0.727739472714017	2	0.650899640438531	High
SKNFI_AUTONOMIC_GANGLIA	0.498318231	SKNFI	A_Ganglia	0.681472885174839	1	0.399361136386076	Low
SKNMC_BONE	0.481813092	SKNMC	Bone	0.848750076074088	1	0.399361136386076	Low
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.730103496	SKNO1	Haematpoetic&Lymphoid	0.875783553323187	2	0.650899640438531	High
SKNSH_AUTONOMIC_GANGLIA	0.631682089	SKNSH	A_Ganglia	1.17433088834466	2	0.650899640438531	High
SKOV3_OVARY	0.479975057	SKOV3	Ovary	1.13809499826526	1	0.399361136386076	Low
SKPNDW_BONE	0.7716128	SKPNDW	Bone	0.67793154599339	2	0.650899640438531	High
SKRC20_KIDNEY	0.344302527	SKRC20	Kidney	1.25141546790155	1	0.399361136386076	Low
SKUT1_SOFT_TISSUE	0.473234933	SKUT1	SoftTissue	0.928970712166651	1	0.399361136386076	Low
SLR20_KIDNEY	0.677183839	SLR20	Kidney	1.06628460767273	2	0.650899640438531	High
SLR21_KIDNEY	0.469976366	SLR21	Kidney	1.13065917159125	1	0.399361136386076	Low
SLR23_KIDNEY	0.529540982	SLR23	Kidney	1.2013293987544	2	0.650899640438531	High
SLR24_KIDNEY	0.549523085	SLR24	Kidney	1.13956421643867	2	0.650899640438531	High
SLR25_KIDNEY	0.599077295	SLR25	Kidney	1.16745336706069	2	0.650899640438531	High
SLR26_KIDNEY	0.417951994	SLR26	Kidney	1.19858933797235	1	0.399361136386076	Low
SNB75_CENTRAL_NERVOUS_SYSTEM	0.408043107	SNB75	CNS	1.23290458430045	1	0.399361136386076	Low
SNGM_ENDOMETRIUM	0.270920023	SNGM	Endometrium	1.02506561664696	1	0.399361136386076	Low
SNU1_STOMACH	0.696523331	SNU1	Stomach	0.637407939353074	2	0.650899640438531	High
SNU1033_LARGE_INTESTINE	0.493932636	SNU1033	LargeIntestine	1.14585159189838	1	0.399361136386076	Low
SNU1040_LARGE_INTESTINE	0.492901434	SNU1040	LargeIntestine	0.998021562382289	1	0.399361136386076	Low
SNU1041_UPPER_AERODIGESTIVE_TRACT	0.313971911	SNU1041	UpperAeroDigestiveTract	1.22328174702111	1	0.399361136386076	Low
SNU1066_UPPER_AERODIGESTIVE_TRACT	0.498182406	SNU1066	UpperAeroDigestiveTract	1.34824694546849	1	0.399361136386076	Low
SNU1076_UPPER_AERODIGESTIVE_TRACT	0.314751349	SNU1076	UpperAeroDigestiveTract	1.2688830254075	1	0.399361136386076	Low
SNU1077_ENDOMETRIUM	0.433081037	SNU1077	Endometrium	1.18122836194649	1	0.399361136386076	Low
SNU1079_BILIARY_TRACT	0.386526072	SNU1079	BiliaryTract	1.10781851435232	1	0.399361136386076	Low
SNU1105_CENTRAL_NERVOUS_SYSTEM	0.368061208	SNU1105	CNS	1.26971234217799	1	0.399361136386076	Low
SNU119_OVARY	0.505653914	SNU119	Ovary	0.965520530894369	1	0.399361136386076	Low
SNU1196_BILIARY_TRACT	0.384632847	SNU1196	BiliaryTract	1.01130154548034	1	0.399361136386076	Low
SNU1197_LARGE_INTESTINE	0.289482992	SNU1197	LargeIntestine	1.32401198152781	1	0.399361136386076	Low
SNU1214_UPPER_AERODIGESTIVE_TRACT	0.195522327	SNU1214	UpperAeroDigestiveTract	1.18068246179983	1	0.399361136386076	Low
SNU1272_KIDNEY	0.468854037	SNU1272	Kidney	1.19557773333695	1	0.399361136386076	Low
SNU16_STOMACH	0.575245383	SNU16	Stomach	0.803673404177702	2	0.650899640438531	High
SNU175_LARGE_INTESTINE	0.612308874	SNU175	LargeIntestine	0.765135630419328	2	0.650899640438531	High
SNU182_LIVER	0.359306027	SNU182	Liver	1.14226340055117	1	0.399361136386076	Low
SNU201_CENTRAL_NERVOUS_SYSTEM	0.158953415	SNU201	CNS	1.20050592664396	1	0.399361136386076	Low
SNU213_PANCREAS	0.325168333	SNU213	Pancreas	1.21690494971396	1	0.399361136386076	Low
SNU216_STOMACH	0.45070587	SNU216	Stomach	0.96434979192676	1	0.399361136386076	Low
SNU245_BILIARY_TRACT	0.574961096	SNU245	BiliaryTract	0.892793000826684	2	0.650899640438531	High
SNU283_LARGE_INTESTINE	0.613473932	SNU283	LargeIntestine	0.892490120157534	2	0.650899640438531	High
SNU308_BILIARY_TRACT	0.345701334	SNU308	BiliaryTract	1.12315061776446	1	0.399361136386076	Low
SNU324_PANCREAS	0.465587146	SNU324	Pancreas	1.08002874588603	1	0.399361136386076	Low
SNU349_KIDNEY	0.256993379	SNU349	Kidney	1.18210443464892	1	0.399361136386076	Low
SNU387_LIVER	0.322407842	SNU387	Liver	1.27524390382636	1	0.399361136386076	Low
SNU398_LIVER	0.805930614	SNU398	Liver	0.800836218062632	2	0.650899640438531	High
SNU407_LARGE_INTESTINE	0.637819085	SNU407	LargeIntestine	0.900310213458596	2	0.650899640438531	High
SNU410_PANCREAS	0.432304818	SNU410	Pancreas	1.20502800853964	1	0.399361136386076	Low
SNU423_LIVER	0.573012661	SNU423	Liver	1.24356356326946	2	0.650899640438531	High
SNU449_LIVER	0.536752401	SNU449	Liver	1.04720224619697	2	0.650899640438531	High
SNU46_UPPER_AERODIGESTIVE_TRACT	0.455763481	SNU46	UpperAeroDigestiveTract	1.19497480131801	1	0.399361136386076	Low
SNU466_CENTRAL_NERVOUS_SYSTEM	0.221788247	SNU466	CNS	1.02999064400305	1	0.399361136386076	Low
SNU475_LIVER	0.411166269	SNU475	Liver	1.19963054021098	1	0.399361136386076	Low
SNU478_BILIARY_TRACT	0.582696286	SNU478	BiliaryTract	1.23464471567865	2	0.650899640438531	High
SNU489_CENTRAL_NERVOUS_SYSTEM	0.143939184	SNU489	CNS	1.27123510246386	1	0.399361136386076	Low
SNU5_STOMACH	0.400446578	SNU5	Stomach	1.01585264487396	1	0.399361136386076	Low
SNU503_LARGE_INTESTINE	0.545231436	SNU503	LargeIntestine	1.01533292954159	2	0.650899640438531	High
SNU520_STOMACH	0.679576464	SNU520	Stomach	0.894038409981864	2	0.650899640438531	High
SNU601_STOMACH	0.4960446	SNU601	Stomach	1.01685457118182	1	0.399361136386076	Low
SNU61_LARGE_INTESTINE	0.514079152	SNU61	LargeIntestine	0.975742566393258	1	0.399361136386076	Low
SNU620_STOMACH	0.37219918	SNU620	Stomach	0.933733347820171	1	0.399361136386076	Low
SNU626_CENTRAL_NERVOUS_SYSTEM	0.309073097	SNU626	CNS	1.01234640175949	1	0.399361136386076	Low
SNU668_STOMACH	0.453510197	SNU668	Stomach	1.11519044791173	1	0.399361136386076	Low
SNU685_ENDOMETRIUM	0.441692332	SNU685	Endometrium	1.18142522392232	1	0.399361136386076	Low
SNU719_STOMACH	0.62304486	SNU719	Stomach	0.952163300065582	2	0.650899640438531	High
SNU738_CENTRAL_NERVOUS_SYSTEM	0.585487579	SNU738	CNS	1.03930630190744	2	0.650899640438531	High
SNU761_LIVER	0.509118989	SNU761	Liver	1.12261129594851	1	0.399361136386076	Low
SNU8_OVARY	0.399991615	SNU8	Ovary	1.32330919648446	1	0.399361136386076	Low
SNU81_LARGE_INTESTINE	0.390132056	SNU81	LargeIntestine	1.0625876194504	1	0.399361136386076	Low
SNU840_OVARY	0.455811907	SNU840	Ovary	1.22402178640331	1	0.399361136386076	Low
SNU869_BILIARY_TRACT	0.312515475	SNU869	BiliaryTract	1.06634930333532	1	0.399361136386076	Low
SNU878_LIVER	0.367109687	SNU878	Liver	1.26614053276428	1	0.399361136386076	Low
SNU886_LIVER	0.480143926	SNU886	Liver	1.20169983524901	1	0.399361136386076	Low
SNU899_UPPER_AERODIGESTIVE_TRACT	0.513578259	SNU899	UpperAeroDigestiveTract	1.32921219634435	1	0.399361136386076	Low
SNUC1_LARGE_INTESTINE	0.592694899	SNUC1	LargeIntestine	0.934938144250203	2	0.650899640438531	High
SNUC2A_LARGE_INTESTINE	0.503329404	SNUC2A	LargeIntestine	1.03896211168322	1	0.399361136386076	Low
SNUC4_LARGE_INTESTINE	0.502308952	SNUC4	LargeIntestine	1.02123811181517	1	0.399361136386076	Low
SNUC5_LARGE_INTESTINE	0.631402671	SNUC5	LargeIntestine	1.14024789717019	2	0.650899640438531	High
SQ1_LUNG	0.43386614	SQ1	Lung	1.09876083102786	1	0.399361136386076	Low
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.49048148	SR786	Haematpoetic&Lymphoid	0.973206507629782	1	0.399361136386076	Low
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.873354914	ST486	Haematpoetic&Lymphoid	0.919417658521561	2	0.650899640438531	High
STM9101_SOFT_TISSUE	0.781681487	STM9101	SoftTissue	0.71692516156047	2	0.650899640438531	High
SU8686_PANCREAS	0.137273421	SU8686	Pancreas	1.31888490931869	1	0.399361136386076	Low
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.737830115	SUDHL1	Haematpoetic&Lymphoid	0.891677713549233	2	0.650899640438531	High
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.789492738	SUDHL10	Haematpoetic&Lymphoid	0.785992102168972	2	0.650899640438531	High
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.628281165	SUDHL4	Haematpoetic&Lymphoid	0.713777467056265	2	0.650899640438531	High
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.781161484	SUDHL5	Haematpoetic&Lymphoid	0.912595661498704	2	0.650899640438531	High
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.981323538	SUDHL6	Haematpoetic&Lymphoid	0.795871246354386	2	0.650899640438531	High
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.768489018	SUDHL8	Haematpoetic&Lymphoid	0.739036671838841	2	0.650899640438531	High
SUIT2_PANCREAS	0.601101062	SUIT2	Pancreas	1.13436613012223	2	0.650899640438531	High
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.789926334	SUPB15	Haematpoetic&Lymphoid	0.843896158549921	2	0.650899640438531	High
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.636820946	SUPM2	Haematpoetic&Lymphoid	0.854941297736723	2	0.650899640438531	High
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.915609608	SUPT1	Haematpoetic&Lymphoid	0.71595304379443	2	0.650899640438531	High
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.788037715	SUPT11	Haematpoetic&Lymphoid	0.7690614731463	2	0.650899640438531	High
SW1088_CENTRAL_NERVOUS_SYSTEM	0.465561828	SW1088	CNS	1.26713258500189	1	0.399361136386076	Low
SW1116_LARGE_INTESTINE	0.445359211	SW1116	LargeIntestine	1.21202530900686	1	0.399361136386076	Low
SW1271_LUNG	0.633024235	SW1271	Lung	1.15379624966255	2	0.650899640438531	High
SW1353_BONE	0.394480734	SW1353	Bone	1.14580170979402	1	0.399361136386076	Low
SW1417_LARGE_INTESTINE	0.510769846	SW1417	LargeIntestine	1.23404531303759	1	0.399361136386076	Low
SW1463_LARGE_INTESTINE	0.491599886	SW1463	LargeIntestine	1.08948161884482	1	0.399361136386076	Low
SW1573_LUNG	0.466784899	SW1573	Lung	1.08240095195611	1	0.399361136386076	Low
SW1710_URINARY_TRACT	0.594618873	SW1710	UrinaryTract	1.14401261198767	2	0.650899640438531	High
SW1783_CENTRAL_NERVOUS_SYSTEM	0.348532413	SW1783	CNS	1.34194305501345	1	0.399361136386076	Low
SW1990_PANCREAS	0.608116856	SW1990	Pancreas	1.19728401860779	2	0.650899640438531	High
SW403_LARGE_INTESTINE	0.528712705	SW403	LargeIntestine	1.07978258756551	2	0.650899640438531	High
SW48_LARGE_INTESTINE	0.550682803	SW48	LargeIntestine	1.06533674137801	2	0.650899640438531	High
SW480_LARGE_INTESTINE	0.563726816	SW480	LargeIntestine	1.13230767619413	2	0.650899640438531	High
SW579_THYROID	0.413466823	SW579	Thyroid	1.16136664930927	1	0.399361136386076	Low
SW620_LARGE_INTESTINE	0.635662384	SW620	LargeIntestine	0.784526545104892	2	0.650899640438531	High
SW780_URINARY_TRACT	0.676164025	SW780	UrinaryTract	1.10383103305714	2	0.650899640438531	High
SW837_LARGE_INTESTINE	0.537299476	SW837	LargeIntestine	1.1479774944867	2	0.650899640438531	High
SW900_LUNG	0.548521964	SW900	Lung	1.26024916059434	2	0.650899640438531	High
SW948_LARGE_INTESTINE	0.50349794	SW948	LargeIntestine	0.857824516946873	1	0.399361136386076	Low
T173_FIBROBLAST	0.406901875	T173	Fibroblast	1.31792432492296	1	0.399361136386076	Low
T24_URINARY_TRACT	0.658798461	T24	UrinaryTract	1.18203763870687	2	0.650899640438531	High
T3M10_LUNG	0.616240861	T3M10	Lung	1.29833184154749	2	0.650899640438531	High
T3M4_PANCREAS	0.751353436	T3M4	Pancreas	1.2434867275595	2	0.650899640438531	High
T47D_BREAST	0.569543831	T47D	Breast	0.785136470716047	2	0.650899640438531	High
T84_LARGE_INTESTINE	0.488379011	T84	LargeIntestine	1.07672836542674	1	0.399361136386076	Low
T98G_CENTRAL_NERVOUS_SYSTEM	0.41524593	T98G	CNS	1.26136191672761	1	0.399361136386076	Low
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.914612917	TALL1	Haematpoetic&Lymphoid	0.864604189226084	2	0.650899640438531	High
TC71_BONE	0.794683861	TC71	Bone	0.784099863007897	2	0.650899640438531	High
TCCPAN2_PANCREAS	0.198731645	TCCPAN2	Pancreas	1.17494884244312	1	0.399361136386076	Low
TCCSUP_URINARY_TRACT	0.582127303	TCCSUP	UrinaryTract	1.23548087494493	2	0.650899640438531	High
TE1_OESOPHAGUS	0.436270772	TE1	Oesophagus	1.1383617685747	1	0.399361136386076	Low
TE10_OESOPHAGUS	0.547871322	TE10	Oesophagus	1.21123955319747	2	0.650899640438531	High
TE11_OESOPHAGUS	0.567028178	TE11	Oesophagus	1.28795094155182	2	0.650899640438531	High
TE125T_FIBROBLAST	0.150851891	TE125T	Fibroblast	1.38394367496162	1	0.399361136386076	Low
TE14_OESOPHAGUS	0.479128476	TE14	Oesophagus	1.18492161984743	1	0.399361136386076	Low
TE15_OESOPHAGUS	0.715686256	TE15	Oesophagus	1.18983690644533	2	0.650899640438531	High
TE159T_FIBROBLAST	0.184576657	TE159T	Fibroblast	1.45224851223667	1	0.399361136386076	Low
TE4_OESOPHAGUS	0.522954775	TE4	Oesophagus	1.18785564394294	1	0.399361136386076	Low
TE441T_SOFT_TISSUE	0.566871016	TE441T	SoftTissue	1.02411480223463	2	0.650899640438531	High
TE5_OESOPHAGUS	0.498525053	TE5	Oesophagus	1.14941444276504	1	0.399361136386076	Low
TE6_OESOPHAGUS	0.569134611	TE6	Oesophagus	1.07184022573775	2	0.650899640438531	High
TE617T_SOFT_TISSUE	0.634981841	TE617T	SoftTissue	0.939072922737291	2	0.650899640438531	High
TE8_OESOPHAGUS	0.421173866	TE8	Oesophagus	1.18952223962512	1	0.399361136386076	Low
TE9_OESOPHAGUS	0.316049031	TE9	Oesophagus	1.0850612529332	1	0.399361136386076	Low
TEN_ENDOMETRIUM	0.573934831	TEN	Endometrium	0.975711120682124	2	0.650899640438531	High
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.772467213	TF1	Haematpoetic&Lymphoid	0.879333154120982	2	0.650899640438531	High
TGBC11TKB_STOMACH	0.449642078	TGBC11TKB	Stomach	1.14217866803819	1	0.399361136386076	Low
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.704246024	THP1	Haematpoetic&Lymphoid	0.975391770424621	2	0.650899640438531	High
TIG3TD_FIBROBLAST	0.60136139	TIG3TD	Fibroblast	1.28003884412864	2	0.650899640438531	High
TM31_CENTRAL_NERVOUS_SYSTEM	0.347496429	TM31	CNS	1.21634006082624	1	0.399361136386076	Low
TM87_SOFT_TISSUE	0.508719576	TM87	SoftTissue	1.05049666045468	1	0.399361136386076	Low
TO175T_FIBROBLAST	0.219641212	TO175T	Fibroblast	1.34864460377617	1	0.399361136386076	Low
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.934710876	TOLEDO	Haematpoetic&Lymphoid	0.762223421407154	2	0.650899640438531	High
TOV112D_OVARY	0.654780939	TOV112D	Ovary	0.819174483718996	2	0.650899640438531	High
TOV21G_OVARY	0.582089639	TOV21G	Ovary	1.1211514510751	2	0.650899640438531	High
TT_OESOPHAGUS	0.431337538	TT	Oesophagus	0.844610932621376	1	0.399361136386076	Low
TT_THYROID	0.591879893	TT	Thyroid	0.880793487349804	2	0.650899640438531	High
TT2609C02_THYROID	0.521264139	TT2609C02	Thyroid	1.23014866754683	1	0.399361136386076	Low
TTC1240_SOFT_TISSUE	0.663494789	TTC1240	SoftTissue	0.863867214513989	2	0.650899640438531	High
TTC549_SOFT_TISSUE	0.625042321	TTC549	SoftTissue	0.918392462811362	2	0.650899640438531	High
TTC642_SOFT_TISSUE	0.584580025	TTC642	SoftTissue	0.912087647260345	2	0.650899640438531	High
TTC709_SOFT_TISSUE	0.645964425	TTC709	SoftTissue	0.927430184739432	2	0.650899640438531	High
TUHR10TKB_KIDNEY	0.498665136	TUHR10TKB	Kidney	1.28211286865683	1	0.399361136386076	Low
TUHR14TKB_KIDNEY	0.342683557	TUHR14TKB	Kidney	1.1436015803613	1	0.399361136386076	Low
TUHR4TKB_KIDNEY	0.510781042	TUHR4TKB	Kidney	1.25145772191472	1	0.399361136386076	Low
TYKNU_OVARY	0.509673815	TYKNU	Ovary	1.07251453316755	1	0.399361136386076	Low
U118MG_CENTRAL_NERVOUS_SYSTEM	0.42529569	U118MG	CNS	1.27225461337199	1	0.399361136386076	Low
U178_CENTRAL_NERVOUS_SYSTEM	0.435758839	U178	CNS	1.21687408545829	1	0.399361136386076	Low
U251MG_CENTRAL_NERVOUS_SYSTEM	0.32341293	U251MG	CNS	1.06123454460393	1	0.399361136386076	Low
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.636649745	U266B1	Haematpoetic&Lymphoid	1.06323734355317	2	0.650899640438531	High
U2OS_BONE	0.37691355	U2OS	Bone	1.03461865298143	1	0.399361136386076	Low
U343_CENTRAL_NERVOUS_SYSTEM	0.359123758	U343	CNS	1.24422798510073	1	0.399361136386076	Low
U87MG_CENTRAL_NERVOUS_SYSTEM	0.450577156	U87MG	CNS	1.36836821927492	1	0.399361136386076	Low
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.513469904	U937	Haematpoetic&Lymphoid	0.892159356518546	1	0.399361136386076	Low
UACC257_SKIN	0.623241777	UACC257	Skin	0.950434316535258	2	0.650899640438531	High
UACC62_SKIN	0.517250505	UACC62	Skin	1.02247774151159	1	0.399361136386076	Low
